Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Cameroon,CMR,1973,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.778020024299622
Cameroon,CMR,1972,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.768450021743774
Cameroon,CMR,1971,"School enrollment, primary (gross), gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.744109988212585
Cameroon,CMR,2018,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.889680445194244
Cameroon,CMR,2017,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.889527857303619
Cameroon,CMR,2016,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.885640025138855
Cameroon,CMR,2015,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.883459985256195
Cameroon,CMR,2014,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.876999974250793
Cameroon,CMR,2012,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.869220018386841
Cameroon,CMR,2011,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.861349999904633
Cameroon,CMR,2009,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.856209993362427
Cameroon,CMR,2008,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.842559993267059
Cameroon,CMR,2007,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.837960004806519
Cameroon,CMR,2006,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.828119993209839
Cameroon,CMR,2005,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.826460003852844
Cameroon,CMR,2004,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.841090023517609
Cameroon,CMR,2003,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.848169982433319
Cameroon,CMR,2002,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.800729990005493
Cameroon,CMR,2001,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.853860020637512
Cameroon,CMR,1999,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.826870024204254
Cameroon,CMR,1998,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.806869983673096
Cameroon,CMR,1997,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.85505998134613
Cameroon,CMR,1995,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.847949981689453
Cameroon,CMR,1992,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.872099995613098
Cameroon,CMR,1991,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.828980028629303
Cameroon,CMR,1990,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.822260022163391
Cameroon,CMR,1989,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.817879974842072
Cameroon,CMR,1988,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.814869999885559
Cameroon,CMR,1987,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.810859978199005
Cameroon,CMR,1986,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.804620027542114
Cameroon,CMR,1985,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.7985799908638
Cameroon,CMR,1984,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.797749996185303
Cameroon,CMR,1983,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.794430017471313
Cameroon,CMR,1982,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.795090019702911
Cameroon,CMR,1981,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.790120005607605
Cameroon,CMR,1980,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.790489971637726
Cameroon,CMR,1979,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.785449981689453
Cameroon,CMR,1978,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.775139987468719
Cameroon,CMR,1977,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.771650016307831
Cameroon,CMR,1976,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.763960003852844
Cameroon,CMR,1975,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.753009974956512
Cameroon,CMR,1974,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.750509977340698
Cameroon,CMR,1973,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.739709973335266
Cameroon,CMR,1972,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.732280015945435
Cameroon,CMR,1971,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.712029993534088
Cameroon,CMR,2021,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1.0976597070694
Cameroon,CMR,2020,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.871883749961853
Cameroon,CMR,2019,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.865743100643158
Cameroon,CMR,2018,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.865007758140564
Cameroon,CMR,2017,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.86700826883316
Cameroon,CMR,2016,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.857959985733032
Cameroon,CMR,2015,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.855030000209808
Cameroon,CMR,2014,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.850319981575012
Cameroon,CMR,2013,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.854900002479553
Cameroon,CMR,2012,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.85496997833252
Cameroon,CMR,2011,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.844569981098175
Cameroon,CMR,2010,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.809720456600189
Cameroon,CMR,2009,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.833559989929199
Cameroon,CMR,2008,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.798780024051666
Cameroon,CMR,2007,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.774860024452209
Cameroon,CMR,2006,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.791339993476868
Cameroon,CMR,2005,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.78847998380661
Cameroon,CMR,2004,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.787819981575012
Cameroon,CMR,2003,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.835979998111725
Cameroon,CMR,2002,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.615400016307831
Cameroon,CMR,2001,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.810869991779327
Cameroon,CMR,1999,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.838680028915405
Cameroon,CMR,1998,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.72681999206543
Cameroon,CMR,1997,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.802940011024475
Cameroon,CMR,1995,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.68639999628067
Cameroon,CMR,1992,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.718020021915436
Cameroon,CMR,1991,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.71356999874115
Cameroon,CMR,1990,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.68502002954483
Cameroon,CMR,1989,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.674950003623962
Cameroon,CMR,1988,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.659340023994446
Cameroon,CMR,1987,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.646960020065308
Cameroon,CMR,1986,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.629199981689453
Cameroon,CMR,1985,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.614579975605011
Cameroon,CMR,1984,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.592149972915649
Cameroon,CMR,1983,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.570770025253296
Cameroon,CMR,1982,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.565710008144379
Cameroon,CMR,1981,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.549870014190674
Cameroon,CMR,1980,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.549860000610352
Cameroon,CMR,1979,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.539529979228973
Cameroon,CMR,1978,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.525470018386841
Cameroon,CMR,1977,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.51104998588562
Cameroon,CMR,1976,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.485159993171692
Cameroon,CMR,1975,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.464989989995956
Cameroon,CMR,1974,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.468239992856979
Cameroon,CMR,1973,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.442999988794327
Cameroon,CMR,1972,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.425249993801117
Cameroon,CMR,1971,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,0.402920007705688
Cameroon,CMR,2023,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.829200029373169
Cameroon,CMR,2022,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.805310010910034
Cameroon,CMR,2021,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.793179988861084
Cameroon,CMR,2020,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.796720027923584
Cameroon,CMR,2019,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.866819977760315
Cameroon,CMR,2018,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.87966001033783
Cameroon,CMR,2017,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.807439982891083
Cameroon,CMR,2016,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.874870002269745
Cameroon,CMR,2015,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.797559976577759
Cameroon,CMR,2014,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.774119973182678
Cameroon,CMR,2013,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.768830001354218
Cameroon,CMR,2012,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.767780005931854
Cameroon,CMR,2011,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.730139970779419
Cameroon,CMR,2010,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.808000028133392
Cameroon,CMR,2009,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.783930003643036
Cameroon,CMR,2008,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.788240015506744
Cameroon,CMR,2007,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.782140016555786
Cameroon,CMR,2006,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.717859983444214
Cameroon,CMR,2005,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.653540015220642
Cameroon,CMR,2004,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.634130001068115
Cameroon,CMR,2003,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.634029984474182
Cameroon,CMR,2002,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.633899986743927
Cameroon,CMR,1975,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.154909998178482
Cameroon,CMR,1974,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.124820001423359
Cameroon,CMR,1973,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.12347000092268
Cameroon,CMR,1972,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.098130002617836
Cameroon,CMR,1971,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,0.0812299996614456
Cameroon,CMR,2024,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.8888888888889
Cameroon,CMR,2023,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.8888888888889
Cameroon,CMR,2022,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.8888888888889
Cameroon,CMR,2021,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.8888888888889
Cameroon,CMR,2020,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,33.8888888888889
Cameroon,CMR,2019,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2018,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2017,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2016,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2015,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2014,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2013,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,31.1111111111111
Cameroon,CMR,2012,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2011,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2010,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2009,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2008,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2007,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,13.8888888888889
Cameroon,CMR,2006,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.88888888888889
Cameroon,CMR,2005,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.88888888888889
Cameroon,CMR,2004,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.88888888888889
Cameroon,CMR,2003,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.88888888888889
Cameroon,CMR,2002,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,8.88888888888889
Cameroon,CMR,2001,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.55555555555556
Cameroon,CMR,2000,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.55555555555556
Cameroon,CMR,1999,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.55555555555556
Cameroon,CMR,1998,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.55555555555556
Cameroon,CMR,1997,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.55555555555556
Cameroon,CMR,2022,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.1
Cameroon,CMR,2021,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.2
Cameroon,CMR,2020,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.3
Cameroon,CMR,2019,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.4
Cameroon,CMR,2018,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.5
Cameroon,CMR,2017,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.6
Cameroon,CMR,2016,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.8
Cameroon,CMR,2015,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.8
Cameroon,CMR,2014,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.9
Cameroon,CMR,2013,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2
Cameroon,CMR,2012,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.1
Cameroon,CMR,2011,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.2
Cameroon,CMR,2010,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.4
Cameroon,CMR,2009,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.6
Cameroon,CMR,2008,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.7
Cameroon,CMR,2007,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3
Cameroon,CMR,2006,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.2
Cameroon,CMR,2005,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.5
Cameroon,CMR,2004,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3.9
Cameroon,CMR,2003,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,4.2
Cameroon,CMR,2002,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,4.4
